Time,Favorites,Retweets,Text,Clean Tweet,Compound,Negative,Positive,Neutral
2022-02-24,59,19,"SCOOP: @TheIRAFinancial was being “swatted” at the time the investment company (and @gemini partner) was hacked for $36M in crypto, according to a police account obtained by CoinDesk.  

@realdannynelson reports

https://t.co/gDlhfidfz9","SCOOP:  was being “swatted” at the time the investment company (and  partner) was hacked for $ in crypto, according to a police account obtained by CoinDesk.     reports  ",-0.0943,0.096,0.083,0.82
2022-02-24,67,16,"Russia attacks Ukraine: Here's a roundup of our news and analysis with what you need to know about the invasion's impact on crypto markets and the digital-asset industry. 
https://t.co/CBV6fDbkru",Russia attacks Ukraine: Here's a roundup of our news and analysis w h what you need to know about the invasion's impact on crypto markets and the dig al-asset industry.  ,-0.4404,0.1,0.0,0.9
2022-02-24,3,0,"""Depending on the performance of the bitcoin market and network, we can expect to see a significant amount of tax revenue due to the United States,"" @gckaloudis says.

Watch more from the interview for CoinDesk's #TaxWeek, presented by @turbotax: https://t.co/8UuzhnqAZi https://t.co/mkYhSxUEP1","""Depending on the performance of the b coin market and network, we can expect to see a significant amount of tax revenue due to the Un ed States,""  says.  Watch more from the interview for CoinDesk's  , presented by :  ",0.2023,0.0,0.049,0.951
2022-02-24,5,2,"Are crypto investors financially savvy investors who are capable of understanding the nuances of blockchain, Web 3 and decentralized finance? 

@sobradob gives his take for #TaxWeek, presented by @TurboTax:
https://t.co/lpLlAITnPm","Are crypto investors financially savvy investors who are capable of understanding the nuances of blockchain, Web  and decentralized finance?    gives his take for  , presented by : ",0.3818,0.0,0.098,0.902
2022-02-24,8,3,"Many tax advisors have argued that loans of cryptocurrency should not constitute taxable exchanges. 

But this argument may be stronger for centralized cryptocurrency lending than it is for DeFi lending. #TaxWeek presented by @TurboTax.
https://t.co/Zx911qQwTl https://t.co/vzNvu8DlGT",Many tax advisors have argued that loans of cryptocurrency should not const ute taxable exchanges.   But this argument may be stronger for centralized cryptocurrency lending than   is for DeFi lending.   presented by .  ,-0.2875,0.147,0.09,0.764
2022-02-24,3,3,"How can advisors capture as much tax alpha as possible for clients, particularly when those clients hold crypto assets? 
 
@RyanRFirth gives some ideas as part of CoinDesk’s #TaxWeek, presented by @TurboTax:
https://t.co/HbZgU5EbT3","How can advisors capture as much tax alpha as possible for clients, particularly when those clients hold crypto assets?     gives some ideas as part of CoinDesk’s  , presented by : ",0.1779,0.0,0.059,0.941
2022-02-24,113,28,"MARKET WRAP: It was a wild day for cryptos as tensions between Russia and Ukraine escalated. $BTC is trying to pare earlier losses.

https://t.co/c6huROpGYY",MARKET WRAP:   was a wild day for cryptos as tensions between Russia and Ukraine escalated. $BTC is trying to pare earlier losses.  ,-0.6597,0.221,0.0,0.779
2022-02-24,6,3,"The crypto markets are seeing a major reversal.

Bitcoin is up more than $4K from its weakest levels of the day, while the Nasdaq has moved sharply into positive territory. 
https://t.co/XknyATXGlu","  crypto markets are seeing a major reversal.  B coin is up more than $ from  s weakest levels of the day, while the Nasdaq has moved sharply into pos ive terr ory.  ",-0.552,0.117,0.0,0.883
2022-02-24,56,22,"LIVE: ""Community Crypto"" covers the tax basics and questions surrounding DeFi, DAOs, NFTs, airdrops and more things causing confusion for crypto investors.

@cjthesmartguy, a crypto-focused tax accountant, joins @bitcoinzay on https://t.co/yHMYaDyzNy: https://t.co/9B8U0SJcUU","LIVE: ""Commun y Crypto"" covers the tax basics and questions surrounding DeFi, DAOs, NFTs, airdrops and more things causing confusion for crypto investors.  , a crypto-focused tax accountant, joins  on  ",-0.3535,0.087,0.0,0.913
2022-02-24,11,2,"Amid the Russian invasion of Ukraine, cryptocurrency is in high demand and cash is becoming limited. 

How can crypto step in to help people in times of geopolitical turmoil? 

Comment on #TikTok: 
https://t.co/0LTXcobQmI","Amid the Russian invasion of Ukraine, cryptocurrency is in high demand and cash is becoming lim ed.   How can crypto step in to help people in times of geopol ical turmoil?   Comment on  :  ",-0.0772,0.109,0.074,0.817
2022-02-24,56,22,"LIVE: President @JoeBiden announces new sanctions against Russia. Investors brace for more shocks in financial markets.

@Bitcoin_IRA COO @senatorkline and CoinDesk's @gckaloudis join ""All About Bitcoin"" on https://t.co/yHMYaDyzNy: https://t.co/FbGWoPR2CQ","LIVE: President  announces new sanctions against Russia. Investors brace for more shocks in financial markets.  _IRA COO  and CoinDesk's  join ""All About B coin"" on  ",-0.1761,0.107,0.081,0.812
2022-02-24,29,3,"""Russia is in fact a quite small economy in the global scale,"" @davidzmorris says, adding that it has a GDP smaller than Texas.

""The Hash"" discusses the market implications of Russia's invasion into Ukraine. Presented by @turbotax: https://t.co/teEgZgegsj https://t.co/fmd5GQXS0K","""Russia is in fact a qu e small economy in the global scale,""  says, adding that   has a GDP smaller than Texas.  ""  Hash"" discusses the market implications of Russia's invasion into Ukraine. Presented by :  ",0.0,0.0,0.0,1.0
2022-02-24,36,10,"Even if some individuals do turn to crypto, it’s unclear if they would be able to effectively bypass U.S. sanctions using decentralized assets. 

Companies might monitor sanctioned wallets for any transactions, or refuse to transact with these addresses. https://t.co/CG4gFZVZVj","Even if some individuals do turn to crypto,  ’s unclear if they would be able to effectively bypass U.S. sanctions using decentralized assets.   Companies might mon or sanctioned wallets for any transactions, or refuse to transact w h these addresses. ",0.1027,0.098,0.107,0.794
2022-02-24,28,8,"While cryptocurrency conceivably may offer an alternative way for individuals or organizations to transact, the Russian government’s lukewarm stance on the technology and other factors may limit its use for this purpose.
https://t.co/CG4gFZVZVj","While cryptocurrency conceivably may offer an alternative way for individuals or organizations to transact, the Russian government’s lukewarm stance on the technology and other factors may lim   s use for this purpose. ",0.0,0.0,0.0,1.0
2022-02-24,42,11,"As tensions between Russia and Ukraine tighten, some citizens are looking for a safe haven to keep their assets.

With most traditional cryptocurrencies very volatile, Ukrainians are choosing to put their money into stablecoins — specifically tether. https://t.co/zQ0ixfGLWH","As tensions between Russia and Ukraine tighten, some c izens are looking for a safe haven to keep their assets.  W h most trad ional cryptocurrencies very volatile, Ukrainians are choosing to put their money into stablecoins — specifically tether. ",0.2263,0.069,0.117,0.814
2022-02-24,37,16,"Capital gains taxes happen mainly for the crypto-to-crypto transactions, @DHannum8 of @ZenLedgerIO shares.

He breaks down four common misconceptions around crypto taxes during #TaxWeek, presented by @turbotax: https://t.co/A97NKhitso https://t.co/MG7GsOfmm7","Cap al gains taxes happen mainly for the crypto-to-crypto transactions,  of  shares.  He breaks down four common misconceptions around crypto taxes during  , presented by :  ",0.5574,0.0,0.173,0.827
2022-02-24,41,17,"If the U.K.’s lead financial regulator and the U.K.’s tax collection agency can't agree on how to treat digital assets, how can crypto users know how to report and pay their taxes? 

Opinion. @sobradob

This is #TaxWeek, presented by @turbotax.

https://t.co/UNnXGCcjek","If the U.K.’s lead financial regulator and the U.K.’s tax collection agency can't agree on how to treat dig al assets, how can crypto users know how to report and pay their taxes?   Opinion.   This is  , presented by .  ",0.224,0.084,0.105,0.811
2022-02-24,46,18,"Though #bitcoin is not living up to its digital gold narrative, the largest cryptocurrency is holding at the critical $33,000 level, @marketgauge's @marketminute says.

Watch the markets analysis, presented by @kucoincom: https://t.co/5fxyupPzuP https://t.co/uY2vZ6Xqp0","Though   is not living up to  s dig al gold narrative, the largest cryptocurrency is holding at the cr ical $, level, 's  says.  Watch the markets analysis, presented by :  ",0.0,0.0,0.0,1.0
2022-02-24,27,11,"Is bitcoin retirement gold or retirement kryptonite? 

@NJChrisRobbins explores the debate over whether crypto – and digital assets in general – belong in retirement accounts, in this week’s Crypto for Advisors newsletter:
 
https://t.co/ulc0xmkIIL","Is b coin retirement gold or retirement krypton e?    explores the debate over whether crypto – and dig al assets in general – belong in retirement accounts, in this week’s Crypto for Advisors newsletter:   ",0.1779,0.0,0.054,0.946
2022-02-24,22,11,"Uncle Sam may collect tax on every loan and repayment of cryptocurrency, which may catch users by surprise, creating a tax trap that could impair DeFi. 

Opinion by Lisa Zarlenga and John Cobb @SteptoeLLP

This is #TaxWeek, presented by @turbotax. 

https://t.co/i3uQvs35EY","Uncle Sam may collect tax on every loan and repayment of cryptocurrency, which may catch users by surprise, creating a tax trap that could impair DeFi.   Opinion by Lisa Zarlenga and John Cobb   This is  , presented by .   ",0.25,0.058,0.109,0.833
2022-02-24,29,15,"LIVE on ""The Hash"": 

• Crypto market capitalization slumps to $1.5 trillion amid geopolitical conflict
• Canada revokes Emergencies Act, but the case for crypto grows
• @Sothebys withdraws 104 cryptopunks

Presented by @turbotax: https://t.co/g8M7jWZO5f","LIVE on ""  Hash"":   • Crypto market cap alization slumps to $. trillion amid geopol ical conflict • Canada revokes Emergencies Act, but the case for crypto grows •  w hdraws  cryptopunks  Presented by : ",-0.1655,0.056,0.0,0.944
2022-02-24,116,43,"China's Supreme Court ruled Thursday that virtual asset transactions constitute ""illegal fundraising,"" paving the way for judicial prosecution of the crypto industry.
By @egreechee
https://t.co/3tjBk3kkBD","China's Supreme Court ruled Thursday that virtual asset transactions const ute ""illegal fundraising,"" paving the way for judicial prosecution of the crypto industry. By  ",-0.1779,0.207,0.185,0.608
2022-02-24,51,8,"The bill highlights the policy split with the Bank of Russia, which opposes regulation and would rather see cryptocurrency trading and mining banned. 
https://t.co/srMIvbnfDY","  bill highlights the policy spl  w h the Bank of Russia, which opposes regulation and would rather see cryptocurrency trading and mining banned.  ",-0.4588,0.13,0.0,0.87
2022-02-24,19,2,"Broadly speaking, markets are displaying the usual unease with geopolitical tensions. 

However, some in the crypto community may be disgruntled to see #bitcoin again missing a haven bid.
https://t.co/X11RUerD7q","Broadly speaking, markets are displaying the usual unease w h geopol ical tensions.   However, some in the crypto commun y may be disgruntled to see   again missing a haven bid. ",-0.765,0.248,0.0,0.752
2022-02-24,32,6,"While equities and bitcoin are down, gold, oil, base metals, agriculture commodities and currency market safe havens like the U.S. dollar and the Japanese yen are trading higher.
https://t.co/X11RUerD7q","While equ ies and b coin are down, gold, oil, base metals, agriculture commod ies and currency market safe havens like the U.S. dollar and the Japanese yen are trading higher. ",0.6597,0.0,0.162,0.838
2022-02-24,22,2,"Bitcoin-tracked futures saw $72 million in liquidations – the most among all cryptocurrencies — followed by ether futures at $70 million.
https://t.co/Vggoko1zQ7",B coin-tracked futures saw $ million in liquidations – the most among all cryptocurrencies — followed by ether futures at $ million. ,0.0,0.0,0.0,1.0
2022-02-24,25,7,"Crypto markets saw over $242 million in liquidations in early Asian hours as markets reacted to Russian troops moving further into Ukraine in what Russian President Vladimir Putin called a ""special military operation.""
https://t.co/VggoknJYYz","Crypto markets saw over $ million in liquidations in early Asian hours as markets reacted to Russian troops moving further into Ukraine in what Russian President Vladimir Putin called a ""special mil ary operation."" ",0.4019,0.0,0.08,0.92
2022-02-24,30,8,"“Right now, the markets have the highest demand for liquid instruments, making bitcoin slightly less of a risk than altcoins,” Alex Kuptsikevich, a senior financial analyst at FxPro, told CoinDesk.
https://t.co/HvJPZJvR31","“Right now, the markets have the highest demand for liquid instruments, making b coin slightly less of a risk than altcoins,” Alex Kuptsikevich, a senior financial analyst at FxPro, told CoinDesk. ",-0.2635,0.105,0.0,0.895
2022-02-24,29,5,"“Now that the war between Russia and Ukraine has become reality, investors are rushing to take risk off the table, and stock markets globally are seeing major declines,” says Anto Paroian, chief operating officer at crypto investment fund ARK36.
https://t.co/HvJPZJvR31","“Now that the war between Russia and Ukraine has become real y, investors are rushing to take risk off the table, and stock markets globally are seeing major declines,” says Anto Paroian, chief operating officer at crypto investment fund . ",-0.7184,0.14,0.0,0.86
2022-02-24,12,1,"“The threat of war had already been hanging over investors,” said Susannah Streeter, a markets analyst at Hargreaves Lansdown in an email to CoinDesk. 

“The shock of the invasion sent the price of oil hurtling up by more than 7% way above $100 a barrel.”
https://t.co/HvJPZJvR31","“  threat of war had already been hanging over investors,” said Susannah Streeter, a markets analyst at Hargreaves Lansdown in an email to CoinDesk.   “  shock of the invasion sent the price of oil hurtling up by more than % way above $ a barrel.” ",-0.9062,0.26,0.0,0.74
2022-02-24,16,1,"Russia’s invasion of Ukraine hit financial markets on Thursday, with stocks and futures markets in Europe and Asia falling 2% and the crypto market losing nearly 9%.
https://t.co/HvJPZJvR31","Russia’s invasion of Ukraine h  financial markets on Thursday, w h stocks and futures markets in Europe and Asia falling % and the crypto market losing nearly %. ",-0.4939,0.16,0.0,0.84
2022-02-24,465,141,"Crypto market traders are hoping the Russia-Ukraine geopolitical uncertainty and asset market instability would force the U.S. Federal Reserve to abandon plans to unwind liquidity-boosting stimulus measures.
https://t.co/SD0e5qNTsK",Crypto market traders are hoping the Russia-Ukraine geopol ical uncertainty and asset market instabil y would force the U.S. Federal Reserve to abandon plans to unwind liquid y-boosting stimulus measures. ,0.0,0.149,0.149,0.702
2022-02-24,26,9,"#TaxWeek, presented by @TurboTax: The FCA has found that most crypto investors have low degrees of financial sophistication and are naive. 

@sobradob writes

https://t.co/kakxF2kK4Y"," , presented by :   FCA has found that most crypto investors have low degrees of financial sophistication and are naive.    wr es  ",-0.4939,0.189,0.0,0.811
2022-02-24,48,18,".@Bloomberg is expanding its crypto asset management capabilities via an integration with technology provider @elwood_io.
By @JamieCrawleyC
https://t.co/M424zOsogY",. is expanding  s crypto asset management capabil ies via an integration w h technology provider _io. By  ,0.3612,0.0,0.161,0.839
2022-02-24,156,42,"Russia's attack on Ukraine sent crypto prices tumbling, though demand for liquid assets could could limit bitcoin's decline.

By @shauryamalwa https://t.co/x1qLKsrLWB","Russia's attack on Ukraine sent crypto prices tumbling, though demand for liquid assets could could lim  b coin's decline.  By  ",-0.4404,0.206,0.076,0.717
2022-02-24,116,34,"#bitcoin is proving no port in a storm as markets plunge on Ukraine war. Cardano's $ADA and Solana's $SOL are among the hardest hit cryptos.
@shauryamalwa reports.
https://t.co/1NsfzkgnwW",  is proving no port in a storm as markets plunge on Ukraine war. Cardano's $ADA and Solana's $SOL are among the hardest h  cryptos.  reports. ,-0.7269,0.225,0.0,0.775
2022-02-24,63,21,"EU leaders are pushing to make sure the bloc's new AML authority has clear supervision over crypto firms.

By @iamsandali. https://t.co/vxYPOhspyd",EU leaders are pushing to make sure the bloc's new AML author y has clear supervision over crypto firms.  By . ,0.876,0.0,0.385,0.615
2022-02-24,95,30,"The bill proposed by Russia's Ministry of Finance will restrict crypto trading to licensed platforms and certified wallets.

By @baidakova https://t.co/PSeFZBiVZv",  bill proposed by Russia's Ministry of Finance will restrict crypto trading to licensed platforms and certified wallets.  By  ,-0.3818,0.133,0.0,0.867
2022-02-24,91,26,"CORRECTION: Hedge fund @PanteraCapital says $1.4 trillion of cryptocurrency capital gains were made last year, and some investors have been selling crypto recently to cover their tax bills.

By @willcanny99. https://t.co/SHvAhSyxDS https://t.co/fJguNDm2Nj","CORRECTION: Hedge fund  says $. trillion of cryptocurrency cap al gains were made last year, and some investors have been selling crypto recently to cover their tax bills.  By .  ",0.34,0.0,0.079,0.921
2022-02-24,40,13,"Why should people really care about the metaverse in their lives? 

The permissionlessness of crypto can smash geographical boundaries that people have been traditionally restricted by, moderator @leah_cb says at #CryptoState2022.

Register to join us: https://t.co/qnKOFhJj2D https://t.co/vNkYP7mT3Q","Why should people really care about the metaverse in their lives?     permissionlessness of crypto can smash geographical boundaries that people have been trad ionally restricted by, moderator _cb says at  .  Register to join us:  ",0.4754,0.066,0.145,0.789
2022-02-24,47,18,"EXCLUSIVE: @OneOf is bulking up its sports NFT marketplace with a new “Sports Pass” 3-D collection, as well as a partnership with @dukebasketball.
@elitanjourno reports
https://t.co/yVBXjObnVd","EXCLUSIVE:  is bulking up  s sports NFT marketplace w h a new “Sports Pass” -D collection, as well as a partnership w h .  reports ",0.516,0.0,0.224,0.776
2022-02-24,194,95,"EU lawmakers may move to limit the use of energy-intensive cryptocurrencies like bitcoin as inter-institutional negotiations on the proposed regulations for governing crypto assets are set to begin.

By @iamsandali https://t.co/93rliBZHht",EU lawmakers may move to lim  the use of energy-intensive cryptocurrencies like b coin as inter-inst utional negotiations on the proposed regulations for governing crypto assets are set to begin.  By  ,0.4939,0.0,0.13,0.87
2022-02-24,54,11,"#CryptoState2022 is just 30 minutes away. We'll explore crypto's impact on markets around Southeast Asia with @LunoGlobal.

Register now to get a link to our @Telegram group, where you can engage with other attendees during the virtual event: https://t.co/qnKOFhrIb5 https://t.co/RnVjmDV3jN","  is just  minutes away. We'll explore crypto's impact on markets around Southeast Asia w h .  Register now to get a link to our  group, where you can engage w h other attendees during the virtual event:  ",0.34,0.0,0.074,0.926
2022-02-24,243,86,"The 9% slide in crypto market capitalization sparked by Russia's action in Ukraine shows the sector remains a nascent asset class compared with traditional markets, analysts said.

By @shauryamalwa https://t.co/pRUfkGR89G","  % slide in crypto market cap alization sparked by Russia's action in Ukraine shows the sector remains a nascent asset class compared w h trad ional markets, analysts said.  By  ",0.3612,0.0,0.091,0.909
2022-02-24,403,127,"Crypto markets have seen liquidations of at least $242 million in the past 24 hours as Russia invades Ukraine. 

@shauryamalwa reports.

https://t.co/fACQAW2HVP",Crypto markets have seen liquidations of at least $ million in the past  hours as Russia invades Ukraine.    reports.  ,0.0,0.0,0.0,1.0
2022-02-23,94,27,"+ On-chain analytics
+ Bitcoin derivative markets
+ Global macroeconomic outlook

Subscribe to The Deep Dive newsletter and claim your FREE DOWNLOAD of our monthly report 🤿👇
https://t.co/Zaanc3o1Z9 https://t.co/xycFZqvnZK",+ On-chain analytics + B coin derivative markets + Global macroeconomic outlook  Subscribe to   Deep Dive newsletter and claim your FREE DOWNLOAD of our monthly report   ,0.6166,0.0,0.161,0.839
2022-02-23,73,29,"A key tenet of China’s CBDC is control of the yuan. WeChat Pay and Alibaba’s digitization of fiat for use on their payment rails annoys the Central Bank...LUNA and other altcoins rise, but BTC lands in the red. 

@TheSamReynolds and @JPRubin23 report

https://t.co/X9wXbClW30","A key tenet of China’s CBDC is control of the yuan. WeChat Pay and Alibaba’s dig ization of fiat for use on their payment rails annoys the Central Bank...LUNA and other altcoins rise, but BTC lands in the red.    and  report  ",-0.2732,0.075,0.0,0.925
2022-02-23,48,16,"Michael Chobanian, founder of the Ukrainian crypto exchange Kuna, says local traders are clamoring for Tether's dollar-linked stablecoin USDT @AngeliqueChen07 reports
https://t.co/PQ8X6bwk8x","Michael Chobanian, founder of the Ukrainian crypto exchange Kuna, says local traders are clamoring for Tether's dollar-linked stablecoin USDT  reports ",0.0,0.0,0.0,1.0
2022-02-23,35,13,".MARKET WRAP: Bitcoin $BTC reversed earlier losses as geopolitical concerns linger. Meanwhile, the rally in stablecoins could indicate a flight to safety.

https://t.co/nYPPkcQ54n",".MARKET WRAP: B coin $BTC reversed earlier losses as geopol ical concerns linger. Meanwhile, the rally in stablecoins could indicate a flight to safety.  ",0.0258,0.106,0.11,0.784
2022-02-23,25,8,"If the U.S. government wants to raise money through taxation on crypto, it could consider encouraging bitcoin miners to set up shop. 

@gckaloudis writes for #TaxWeek, presented by @TurboTax:
https://t.co/40OrVdcSSg","If the U.S. government wants to raise money through taxation on crypto,   could consider encouraging b coin miners to set up shop.    wr es for  , presented by : ",0.5267,0.0,0.12,0.88
2022-02-23,9,4,"📅 Tax day will be here before you know it. It’s April 18. 

Still confused about crypto taxes? @ZenLedgerIO COO DHannum8 breaks down some crypto tax myths you need to watch out for. #TaxWeek, presented by @TurboTax:

https://t.co/5MnVF6JHbK"," Tax day will be here before you know  .  ’s April .   Still confused about crypto taxes?  COO  breaks down some crypto tax myths you need to watch out for.  , presented by :  ",-0.3182,0.073,0.0,0.927
2022-02-23,6,0,"Startups that help Americans calculate their crypto taxes have been raising hundreds of millions — hitting unicorn valuations. 

Now even traditional tax-prep firms are rolling out crypto services. #TaxWeek, presented by @TurboTax: https://t.co/RR9sHLfzMA https://t.co/JhVQvpHLbW","Startups that help Americans calculate their crypto taxes have been raising hundreds of millions — h ting unicorn valuations.   Now even trad ional tax-prep firms are rolling out crypto services.  , presented by :  ",0.4019,0.0,0.085,0.915
2022-02-23,9,3,"The tax calculations required for cryptocurrency investments heighten your return’s complexity, and often lead taxpayers to make mistakes during the filing process.

@TaxBitMiles writes for #TaxWeek, presented by @TurboTax.
https://t.co/EYhOTtiOaq","  tax calculations required for cryptocurrency investments heighten your return’s complex y, and often lead taxpayers to make mistakes during the filing process.   wr es for  , presented by . ",-0.3612,0.088,0.0,0.912
2022-02-23,11,1,"The rollout of form 1099-B as a result of the infrastructure bill's passage ""is going to create one of the biggest tax headaches that we've ever seen in the crypto markets,"" says @CoinLedger's @David_Kemmerer.

More from #TaxWeek, presented by @turbotax: https://t.co/yjdGxjpeqh https://t.co/9XVeDSk5mu","  rollout of form -B as a result of the infrastructure bill's passage ""is going to create one of the biggest tax headaches that we've ever seen in the crypto markets,"" says 's _Kemmerer.  More from  , presented by :  ",0.2732,0.0,0.057,0.943
2022-02-23,9,0,"The U.S. infrastructure law gave us “crypto brokers” who will be required to report customers’ crypto transactions to the IRS via Form 1099-B.

But it’s not the solution to your tax problems, @David_Kemmerer writes for #TaxWeek, presented by @TurboTax.
https://t.co/KXGNJ5nHUl","  U.S. infrastructure law gave us “crypto brokers” who will be required to report customers’ crypto transactions to the IRS via Form -B.  But  ’s not the solution to your tax problems, _Kemmerer wr es for  , presented by . ",-0.7178,0.146,0.0,0.854
2022-02-23,11,1,"The current U.S. financial system is centered around ""accounts"" tied to centralized third parties.

But what happens when we move to a financial system based around crypto wallets? 

@TheCryptoCPA takes a look for #TaxWeek, presented by @TurboTax:
https://t.co/fzk60d2qVm","  current U.S. financial system is centered around ""accounts"" tied to centralized third parties.  But what happens when we move to a financial system based around crypto wallets?    takes a look for  , presented by : ",0.2144,0.0,0.058,0.942
2022-02-23,5,2,"It turns out the old saw about taxes being one of life’s two certainties is only partially true for crypto investors in the U.S.

For #TaxWeek, presented by @turbotax, @rrgarver writes that crypto investors want clarity — and the IRS should provide it.
https://t.co/01kjXEqeiF https://t.co/9I18fmNFNE","  turns out the old saw about taxes being one of life’s two certainties is only partially true for crypto investors in the U.S.  For  , presented by ,  wr es that crypto investors want clar y — and the IRS should provide  .  ",0.6124,0.0,0.146,0.854
2022-02-23,64,22,"It’s #TaxWeek here at CoinDesk, presented by @TurboTax. 

This week we’re bringing you everything you need to know before you file those crypto taxes. 🧵
https://t.co/8NFzmtslMp https://t.co/bAZkgAArDm"," ’s   here at CoinDesk, presented by .   This week we’re bringing you everything you need to know before you file those crypto taxes.   ",0.0,0.0,0.0,1.0
2022-02-23,49,15,"LIVE: Former @bitfinex chief strategy officer and #Tether co-founder @PhilGPotter recalls the 2016 hack and discusses this month's fed seizure of $3.6 billion of #bitcoin.

Plus, @DantesOutlook joins ""All About Bitcoin"" with technical markets analysis: https://t.co/cHgnUCiYYO","LIVE: Former  chief strategy officer and   co-founder  recalls the  hack and discusses this month's fed seizure of $. billion of  .  Plus,  joins ""All About B coin"" w h technical markets analysis: ",0.0,0.0,0.0,1.0
2022-02-23,56,26,"We may be on the cusp of seeing the effect that widely coordinated, government-imposed sanctions have on digital currencies (and cryptocurrencies’ ability to bypass this type of financial censorship).

State of Crypto newsletter by @nikhileshde

https://t.co/633oXFO0yA","We may be on the cusp of seeing the effect that widely coordinated, government-imposed sanctions have on dig al currencies (and cryptocurrencies’ abil y to bypass this type of financial censorship).  State of Crypto newsletter by   ",0.0,0.0,0.0,1.0
2022-02-23,41,10,"The surging cryptocurrency industry is catalyzing serious demand for crypto tax preparers and tax software companies. 

In depth by @baidakova. 

@CoinLedger, @TaxBit, @robinsinghyo, @marksteber @TheCryptoCPA

#TaxWeek, presented by @TurboTax.

https://t.co/D9ZA1Pr5WP","  surging cryptocurrency industry is catalyzing serious demand for crypto tax preparers and tax software companies.   In depth by .   , , ,     , presented by .  ",-0.2023,0.135,0.0,0.865
2022-02-23,44,16,"The IRS’ Form 1099-B is being framed as a “solution” to your crypto tax problems by regulators and financially incentivized market participants.

Unfortunately, it really isn’t.

Opinion @David_Kemmerer @CoinLedger 

#TaxWeek, presented by @TurboTax.

https://t.co/Hz6RaO6dXi","  IRS’ Form -B is being framed as a “solution” to your crypto tax problems by regulators and financially incentivized market participants.  Unfortunately,   really isn’t.  Opinion _Kemmerer     , presented by .  ",-0.6249,0.169,0.0,0.831
2022-02-23,68,25,"Amid rising inflation and concerns of further economic uncertainty, many crypto investors are making the jump to an entirely digital asset-supported lifestyle. But how easy is it and what factors do you need to consider? https://t.co/26zEXBCvc3","Amid rising inflation and concerns of further economic uncertainty, many crypto investors are making the jump to an entirely dig al asset-supported lifestyle. But how easy is   and what factors do you need to consider? ",0.4854,0.044,0.1,0.856
2022-02-23,40,14,"The equities and crypto markets ""are shrugging off this Russian aggression in Ukraine,"" says @MXLESQ of @Strategic_Funds. It's premised on ""belief that this will not be a long, drawn-out and bloody war.""

Watch markets analysis, presented by @kucoincom: https://t.co/LRzP8Abv7i https://t.co/zuy0PUdA7w","  equ ies and crypto markets ""are shrugging off this Russian aggression in Ukraine,"" says  of _Funds.  's premised on ""belief that this will not be a long, drawn-out and bloody war.""  Watch markets analysis, presented by :  ",-0.6249,0.134,0.0,0.866
2022-02-23,27,12,"CoinDesk Indices, the industry standard for institutional single- and multi-asset benchmarks for crypto assets, is seeking an analyst to gather, cleanse, analyze and validate market data related to digital assets. 

Apply: https://t.co/HZeCV4691b https://t.co/Qkf7t1BEvG","CoinDesk Indices, the industry standard for inst utional single- and multi-asset benchmarks for crypto assets, is seeking an analyst to gather, cleanse, analyze and validate market data related to dig al assets.   Apply:  ",0.5994,0.0,0.164,0.836
2022-02-23,32,15,"LIVE on ""The Hash"": Where 'frozen' #bitcoin tied to Canadian trucker protests landed; @souljaboy, @jakepaul and @lilyachty are among celebs named in a class-action over an alleged crypto scheme. 

Watch on https://t.co/yHMYaDyzNy, presented by @turbotax: https://t.co/C2EfPr5Mbe","LIVE on ""  Hash"": Where 'frozen'   tied to Canadian trucker protests landed; ,  and  are among celebs named in a class-action over an alleged crypto scheme.   Watch on  presented by : ",-0.2263,0.068,0.0,0.932
2022-02-23,45,20,"""It's supposed to be anonymous,"" @hannibalburess says about crypto ownership and the nature of the blockchain. 

Catch the latest episode #NFTAllStars, sponsored by @turbotax, on https://t.co/5ociGDqcaG:  https://t.co/bQ64Z1Byyw https://t.co/sXFgtIGff7",""" 's supposed to be anonymous,""  says about crypto ownership and the nature of the blockchain.   Catch the latest episode  , sponsored by , on    ",0.0,0.0,0.0,1.0
2022-02-23,140,31,"New this year: The standard 1099 IRS tax form now requires you to check ‘yes’ or ‘no’ on whether you own crypto, notes Lisa M. Zarlenga @SteptoeLLP. 

This is #TaxWeek, sponsored by @turbotax: https://t.co/Jrh09LMuof","New this year:   standard  IRS tax form now requires you to check ‘yes’ or ‘no’ on whether you own crypto, notes Lisa M. Zarlenga .   This is  , sponsored by : ",0.0,0.0,0.0,1.0
2022-02-23,148,43,"LIVE: Made a killing on crypto last year but confused about how to file your taxes? 

Lisa M. Zarlenga @SteptoeLLP, @thebitcoincpa, @CryptoTaxAdvice and @DHannum8 talk about issues like NFTs, DeFi and airdrops for #TaxWeek, sponsored by @turbotax.

Join: https://t.co/Jrh09LMuof","LIVE: Made a killing on crypto last year but confused about how to file your taxes?   Lisa M. Zarlenga , ,  and  talk about issues like NFTs, DeFi and airdrops for  , sponsored by .  Join: ",0.1027,0.146,0.156,0.698
2022-02-23,36,6,"#TaxWeek presented by @TurboTax: For crypto users who use multiple exchanges or wallets, understanding how the IRS treats cost basis assignment is important. 

@TaxBitMiles reports

https://t.co/Pko1oM3jSx","  presented by : For crypto users who use multiple exchanges or wallets, understanding how the IRS treats cost basis assignment is important.    reports  ",0.2023,0.0,0.079,0.921
